Brightness,Contrast,Noise,Resolution,Blur,Label
164.91669845581055,69.52699001330487,52.482704162597656,262144,11.505354939959943,1
135.90726852416992,50.84307587307074,82.13291549682617,262144,133.71902726381086,1
106.42351913452148,65.99624462348885,54.050689697265625,262144,51.87612620362779,1
117.42684936523438,67.79988054840531,102.12808227539062,262144,1173.940759733654,1
112.5188217163086,66.17704074765771,22.617351531982422,262144,9.756089137852541,1
116.50144577026367,78.94078721727209,54.460079193115234,262144,20.28291306825122,1
97.9008674621582,56.712565879975514,37.60003662109375,262144,11.94252080260776,1
96.66097259521484,32.227912527662475,15.102561950683594,262144,2.7071415083337342,1
89.27496337890625,59.343085670087326,41.728675842285156,262144,15.619666186859831,1
151.88402938842773,71.36401540481913,28.65096664428711,262144,5.362477476184722,1
114.29020309448242,83.06195485624035,19.59595489501953,262144,4.805962195372558,1
80.73552703857422,54.83204758785649,49.91298294067383,262144,30.54059446178144,1
168.6728515625,62.930572569145596,37.479923248291016,262144,18.9976128207054,1
44.6446533203125,63.76220129272704,30.29404067993164,262144,9.694362550450023,1
122.75830459594727,32.93800104479333,30.27745819091797,262144,10.810630106774624,1
92.06544494628906,55.045913897703045,86.87112808227539,262144,230.83529293058382,1
184.55070877075195,45.33949246204182,86.8967399597168,262144,1316.0545980097813,1
116.84922409057617,93.43922599296415,34.8038444519043,262144,21.910274470676086,1
85.62811660766602,47.23796229536973,11.355953216552734,262144,2.204257147721364,1
99.28873825073242,38.84053263524003,21.326419830322266,262144,3.9273856815270847,1
180.3642463684082,46.5510157470737,45.89822006225586,262144,16.66983872720448,1
128.7421646118164,52.04917799835488,109.6393814086914,262144,785.2997114127502,1
79.4968490600586,50.3474165789026,26.79098129272461,262144,7.280884012798197,1
145.26910400390625,58.49378333302959,39.17015075683594,262144,16.281847236154135,1
133.3563575744629,65.99956596111213,84.32046508789062,262144,291.8514404445741,1
190.33221435546875,38.40056201684665,20.29566192626953,262144,3.9896202054660534,1
120.4338150024414,48.47368178007816,100.97203063964844,262144,1409.5913042592438,1
77.87968444824219,59.20649095296106,29.149944305419922,262144,7.308443015848752,1
155.66158294677734,77.18989008523421,53.47000503540039,262144,49.333131562394556,1
64.97200393676758,56.99660925382535,43.187705993652344,262144,42.28520325860882,1
87.28650665283203,53.104670517534686,60.56078338623047,262144,36.34524534652883,1
163.81256866455078,38.6286486757559,47.64632034301758,262144,11.109602238982916,1
100.36947250366211,69.7996290337889,32.100406646728516,262144,7.881801107185311,1
113.17787170410156,53.72834987826928,46.758182525634766,262144,26.446258062904235,1
141.90591430664062,78.62622945104674,49.26327896118164,262144,66.60660148771422,1
77.34414291381836,49.374709490480406,51.126529693603516,262144,14.04734734352678,1
160.8198699951172,63.56247373546674,28.387042999267578,262144,7.6826933528645895,1
32.70882034301758,10.525037366697363,1.9871749877929688,262144,1.1529167301341658,1
136.0552635192871,73.4597278169817,75.51044464111328,262144,112.92805866803974,1
30.213062286376953,16.2368573915475,2.3860816955566406,262144,1.1043243387248367,1
54.76005554199219,25.333606833441674,9.152935028076172,262144,1.9471505545079708,1
103.5593147277832,43.65056940733087,75.50273513793945,262144,107.34932089164795,1
146.17730712890625,60.689341922985975,44.13840866088867,262144,21.3490003952611,1
44.140689849853516,45.88992406106259,40.612457275390625,262144,27.737105553445872,1
96.11053085327148,64.71328717920902,58.711639404296875,262144,34.94387955426646,1
126.68589782714844,55.328864248025596,44.35504913330078,262144,20.900900970154908,1
125.52237701416016,79.24955123025862,53.67562484741211,262144,24.872328029712662,1
135.35977935791016,46.051570671660215,40.19085693359375,262144,15.156440353239304,1
113.3829345703125,50.61749631268151,43.723655700683594,262144,33.24187105684541,1
66.8846435546875,49.71359927027847,49.88221740722656,262144,44.09931537018565,1
91.00338363647461,51.90542749458005,28.103717803955078,262144,6.011622393911239,1
129.8536376953125,58.01182446930963,63.72587203979492,262144,82.7723410292383,1
145.95580291748047,68.03344672078839,100.51464462280273,262144,1005.3686243945122,1
108.95511245727539,64.17309909847694,56.8125114440918,262144,28.220593581543653,1
110.24340438842773,45.4011333346694,35.39156723022461,262144,8.753959588473663,1
115.43881225585938,67.37167585489762,68.90580749511719,262144,43.63831693526299,1
75.74534606933594,63.91348385323863,62.16573715209961,262144,76.92460505523195,1
79.52813339233398,58.99616385843687,38.076107025146484,262144,10.272126630166895,1
184.52159118652344,51.137037284186135,26.803909301757812,262144,6.469865527105867,1
176.7089500427246,44.0205140313159,86.35868453979492,262144,152.14838538481854,1
120.33758926391602,62.26879462547124,62.613014221191406,262144,196.3561389464303,1
128.00574493408203,47.81027991408128,31.657642364501953,262144,9.117853825664497,1
123.43096160888672,40.571460157506635,48.43894958496094,262144,12.417625401576515,1
135.7560043334961,59.80404648505613,27.166229248046875,262144,5.024997025946504,1
130.26155471801758,40.49337203376441,61.24744415283203,262144,35.57047291797062,1
115.79767227172852,66.37275253289727,50.69615936279297,262144,62.18245918484172,1
169.65560913085938,48.47187661086944,16.418922424316406,262144,3.1205335622653365,1
90.26554107666016,45.73373240188662,25.841880798339844,262144,5.7633126270375215,1
132.58405303955078,43.600620135645684,28.435588836669922,262144,5.246268534508999,1
136.05191802978516,69.89100674520238,27.718746185302734,262144,7.2552486410713755,1
41.458805084228516,24.423468131883407,8.779220581054688,262144,2.0596275008138036,1
103.48373413085938,69.9091675256651,56.11051940917969,262144,75.6440050592646,1
162.55558013916016,68.06514698368619,41.971778869628906,262144,14.07483375024458,1
91.35857009887695,62.64123535176217,66.79336166381836,262144,73.56130481738364,1
76.91012954711914,55.394747528446274,36.23233413696289,262144,8.090515093645081,1
173.18116760253906,72.7220584765146,49.78742980957031,262144,36.150367995665874,1
116.03918075561523,42.35948413696419,25.78313446044922,262144,7.382564413346699,1
157.04808044433594,74.77338224126757,42.74991226196289,262144,17.836567101767287,1
89.83196640014648,38.04826990409117,16.11377716064453,262144,3.0099370590032777,1
123.49595260620117,52.69828806737512,38.092628479003906,262144,20.773369557558908,1
94.00213241577148,64.27659704749637,42.329227447509766,262144,22.290507536599762,1
143.68830490112305,48.655605137600325,19.776561737060547,262144,3.1145611023530364,1
104.94963073730469,50.369668093501076,50.40580368041992,262144,14.819862026488408,1
111.73408508300781,51.43848355013658,66.5428581237793,262144,40.406857214620686,1
139.8573341369629,62.59218824811051,64.79927444458008,262144,53.38620638112479,1
116.03875350952148,59.85141815632709,106.94703674316406,262144,567.7552327350131,1
93.21868133544922,29.72040425420531,31.465953826904297,262144,5.364340938031091,1
64.98841857910156,39.709048107567085,25.69133758544922,262144,5.885870778700337,1
135.0937156677246,70.92979410858045,61.32724380493164,262144,56.16824644639564,1
160.32875061035156,67.52148081964506,49.48334884643555,262144,21.170550485840067,1
64.07144927978516,53.882796248890834,18.285423278808594,262144,3.4713207608438097,1
98.3181266784668,33.75802325402754,47.217891693115234,262144,14.392400027951226,1
187.42917251586914,48.895345109675894,53.82307815551758,262144,49.085749734644196,1
124.99015426635742,84.41965409115112,101.52159881591797,262144,495.93587091140216,1
117.06128311157227,61.44716100034947,42.601871490478516,262144,11.117941540607717,1
87.32037353515625,76.17335910737822,40.19972610473633,262144,28.40796661004424,1
172.14465713500977,78.4277298043393,54.936702728271484,262144,86.02846960327588,1
148.0958251953125,67.9820102154722,45.502437591552734,262144,24.069284920798964,1
115.5626220703125,60.10850472514618,95.95086669921875,262144,347.04994178363995,1
123.7156867980957,44.23051169701533,55.18574523925781,262144,23.553964927894413,1
115.39445495605469,51.80608407241152,24.400184631347656,262144,4.766293543798383,1
177.15325164794922,40.28833647876039,53.93816375732422,262144,29.304050345308497,1
181.29185485839844,74.57808170567105,49.22074508666992,262144,127.11582568194717,1
109.0863037109375,57.97443508648246,31.95294189453125,262144,6.47288781379757,1
150.7266960144043,47.48802857219423,35.844276428222656,262144,19.15126413652615,1
77.43954086303711,46.68561766580033,23.81555938720703,262144,7.217322289943695,1
138.0655288696289,73.04943883649965,47.53913497924805,262144,26.70688295060245,1
